,order_id,order_date,customer_id,city,province,product_id,brand,quantity,item_price,total_price
24497,1671880,2019-07-14,16326,Malang,Jawa Timur,P1489,BRAND_G,2,590000,1180000
24498,1671922,2019-07-14,14820,Jakarta Selatan,DKI Jakarta,P1868,BRAND_J,6,1500000,9000000
24499,1671829,2019-07-14,16931,Jakarta Pusat,DKI Jakarta,P0692,BRAND_C,3,450000,1350000
24502,1671814,2019-07-14,17769,Malang,Jawa Timur,P2793,BRAND_P,10,747000,7470000
24503,1671934,2019-07-14,15700,Semarang,Jawa Tengah,P3507,BRAND_S,3,159000,477000
24505,1671934,2019-07-14,15700,Semarang,Jawa Tengah,P0898,BRAND_C,2,740000,1480000
24507,1671802,2019-07-14,16805,Bandung,Jawa Barat,P0263,BRAND_A,12,303000,3636000
24508,1671934,2019-07-14,15700,Semarang,Jawa Tengah,P1738,BRAND_H,6,450000,2700000
24509,1671787,2019-07-14,16923,Depok,Jawa Barat,P3289,BRAND_S,6,740000,4440000
24510,1671784,2019-07-14,13005,Malang,Jawa Timur,P3013,BRAND_R,3,1745000,5235000
24511,1671868,2019-07-14,16880,Bekasi,Jawa Barat,P4078,BRAND_W,8,590000,4720000
24512,1671916,2019-07-14,13568,Jakarta Utara,DKI Jakarta,P2651,BRAND_P,1,1325000,1325000
24513,1671787,2019-07-14,16923,Depok,Jawa Barat,P3069,BRAND_R,3,1045000,3135000
24514,1671814,2019-07-14,17769,Malang,Jawa Timur,P3295,BRAND_S,6,1465000,8790000
24515,1671898,2019-07-14,13047,Bogor,Jawa Barat,P3291,BRAND_S,6,1465000,8790000
24516,1671802,2019-07-14,16805,Bandung,Jawa Barat,P1446,BRAND_F,6,310000,1860000
24517,1671919,2019-07-14,18062,Jakarta Utara,DKI Jakarta,P2873,BRAND_R,6,2900000,17400000
24518,1671781,2019-07-14,17932,Jakarta Timur,DKI Jakarta,P3963,BRAND_W,6,695000,4170000
24519,1671814,2019-07-14,17769,Malang,Jawa Timur,P1212,BRAND_E,12,159000,1908000
24520,1671838,2019-07-14,18077,Jakarta Selatan,DKI Jakarta,P0881,BRAND_C,12,904000,10848000
24521,1671835,2019-07-14,13089,Jakarta Timur,DKI Jakarta,P4059,BRAND_W,4,2795000,11180000
24522,1671850,2019-07-14,16813,Jakarta Selatan,DKI Jakarta,P3348,BRAND_S,1,450000,450000
24523,1671829,2019-07-14,16931,Jakarta Pusat,DKI Jakarta,P2977,BRAND_R,1,1325000,1325000
24524,1671934,2019-07-14,15700,Semarang,Jawa Tengah,P3311,BRAND_S,3,740000,2220000
24525,1671802,2019-07-14,16805,Bandung,Jawa Barat,P1977,BRAND_L,6,450000,2700000
24526,1671835,2019-07-14,13089,Jakarta Timur,DKI Jakarta,P0232,BRAND_A,24,450000,10800000
24528,1671814,2019-07-14,17769,Malang,Jawa Timur,P2218,BRAND_M,1,2987000,2987000
24529,1671856,2019-07-14,15046,Depok,Jawa Barat,P2950,BRAND_R,144,376000,54144000
24531,1671775,2019-07-14,12951,Jakarta Barat,DKI Jakarta,P0644,BRAND_C,6,1045000,6270000
24532,1671832,2019-07-14,16484,Jakarta Pusat,DKI Jakarta,P1911,BRAND_J,10,740000,7400000
24533,1671802,2019-07-14,16805,Bandung,Jawa Barat,P2521,BRAND_P,6,1745000,10470000
24534,1671781,2019-07-14,17932,Jakarta Timur,DKI Jakarta,P1932,BRAND_K,24,310000,7440000
24536,1671937,2019-07-14,17001,Malang,Jawa Timur,P1911,BRAND_J,10,740000,7400000
24538,1682197,2019-08-14,14056,Bekasi,Jawa Barat,P2086,BRAND_L,1,590000,590000
24539,1681807,2019-08-14,13629,Bandung,Jawa Barat,P0877,BRAND_C,12,303000,3636000
24541,1682080,2019-08-14,13136,Jakarta Selatan,DKI Jakarta,P3227,BRAND_S,16,303000,4848000
24543,1682134,2019-08-14,17841,Jakarta Utara,DKI Jakarta,P0362,BRAND_B,1,1325000,1325000
24546,1682101,2019-08-14,17229,Yogyakarta,Yogyakarta,P1449,BRAND_F,12,113000,1356000
24547,1682197,2019-08-14,14056,Bekasi,Jawa Barat,P3775,BRAND_T,3,740000,2220000
24548,1682263,2019-08-14,17754,Bogor,Jawa Barat,P1230,BRAND_E,36,149000,5364000
24549,1682074,2019-08-14,13136,Jakarta Selatan,DKI Jakarta,P0170,BRAND_A,4,1325000,5300000
24550,1681933,2019-08-14,16271,Jakarta Selatan,DKI Jakarta,P1700,BRAND_H,10,240000,2400000
24551,1681951,2019-08-14,15529,Jakarta Selatan,DKI Jakarta,P0612,BRAND_B,3,590000,1770000
24552,1681951,2019-08-14,15529,Jakarta Selatan,DKI Jakarta,P2641,BRAND_P,2,695000,1390000
24553,1682149,2019-08-14,17675,Jakarta Pusat,DKI Jakarta,P2430,BRAND_P,12,450000,5400000
24554,1682170,2019-08-14,16464,Jakarta Selatan,DKI Jakarta,P2494,BRAND_P,1,1045000,1045000
24556,1682173,2019-08-14,16186,Jakarta Selatan,DKI Jakarta,P2103,BRAND_L,10,590000,5900000
24557,1681951,2019-08-14,15529,Jakarta Selatan,DKI Jakarta,P1455,BRAND_F,12,310000,3720000
24559,1682074,2019-08-14,13136,Jakarta Selatan,DKI Jakarta,P2441,BRAND_P,24,205000,4920000
24560,1681819,2019-08-14,17422,Jakarta Selatan,DKI Jakarta,P1691,BRAND_H,24,520000,12480000
24561,1682077,2019-08-14,14704,Bekasi,Jawa Barat,P3546,BRAND_S,1,590000,590000
24563,1682182,2019-08-14,13571,Jakarta Utara,DKI Jakarta,P3304,BRAND_S,4,450000,1800000
24564,1681951,2019-08-14,15529,Jakarta Selatan,DKI Jakarta,P2790,BRAND_P,7,310000,2170000
24565,1681951,2019-08-14,15529,Jakarta Selatan,DKI Jakarta,P3357,BRAND_S,4,450000,1800000
24569,1681819,2019-08-14,17422,Jakarta Selatan,DKI Jakarta,P3887,BRAND_V,12,520000,6240000
24570,1682059,2019-08-14,15632,Bekasi,Jawa Barat,P2763,BRAND_P,12,590000,7080000
24571,1682149,2019-08-14,17675,Jakarta Pusat,DKI Jakarta,P0167,BRAND_A,6,1325000,7950000
24572,1682149,2019-08-14,17675,Jakarta Pusat,DKI Jakarta,P3341,BRAND_S,24,205000,4920000
24574,1682197,2019-08-14,14056,Bekasi,Jawa Barat,P2759,BRAND_P,5,590000,2950000
24575,1682179,2019-08-14,17962,Jakarta Selatan,DKI Jakarta,P3216,BRAND_S,2,1325000,2650000
24576,1682197,2019-08-14,14056,Bekasi,Jawa Barat,P1246,BRAND_E,1,1325000,1325000
24577,1682182,2019-08-14,13571,Jakarta Utara,DKI Jakarta,P3224,BRAND_S,8,303000,2424000
24581,1682170,2019-08-14,16464,Jakarta Selatan,DKI Jakarta,P0071,BRAND_A,2,695000,1390000
24583,1682071,2019-08-14,16807,Surakarta,Jawa Tengah,P1081,BRAND_D,8,450000,3600000
24587,1682077,2019-08-14,14704,Bekasi,Jawa Barat,P1954,BRAND_L,1,149000,149000
24588,1682104,2019-08-14,16729,Jakarta Utara,DKI Jakarta,P1895,BRAND_J,1,740000,740000
24590,1681927,2019-08-14,17866,Bandung,Jawa Barat,P2672,BRAND_P,16,590000,9440000
24594,1681933,2019-08-14,16271,Jakarta Selatan,DKI Jakarta,P2445,BRAND_P,10,205000,2050000
24595,1682095,2019-08-14,16353,Surakarta,Jawa Tengah,P3852,BRAND_V,10,1745000,17450000
24596,1682074,2019-08-14,13136,Jakarta Selatan,DKI Jakarta,P0166,BRAND_A,4,1325000,5300000
24601,1682077,2019-08-14,14704,Bekasi,Jawa Barat,P1481,BRAND_G,1,240000,240000
24603,1682155,2019-08-14,17677,Jakarta Barat,DKI Jakarta,P4140,BRAND_W,25,159000,3975000
24604,1682089,2019-08-14,14606,Jakarta Barat,DKI Jakarta,P1913,BRAND_J,1,740000,740000
24605,1682149,2019-08-14,17675,Jakarta Pusat,DKI Jakarta,P2521,BRAND_P,24,1745000,41880000
24606,1681819,2019-08-14,17422,Jakarta Selatan,DKI Jakarta,P1020,BRAND_D,16,310000,4960000
24607,1682068,2019-08-14,15039,Jakarta Pusat,DKI Jakarta,P2707,BRAND_P,8,450000,3600000
24610,1682134,2019-08-14,17841,Jakarta Utara,DKI Jakarta,P1421,BRAND_F,2,450000,900000
24611,1682170,2019-08-14,16464,Jakarta Selatan,DKI Jakarta,P2535,BRAND_P,3,520000,1560000
24614,1682182,2019-08-14,13571,Jakarta Utara,DKI Jakarta,P3328,BRAND_S,8,303000,2424000
24615,1682074,2019-08-14,13136,Jakarta Selatan,DKI Jakarta,P0168,BRAND_A,4,1325000,5300000
24616,1681951,2019-08-14,15529,Jakarta Selatan,DKI Jakarta,P2847,BRAND_Q,1,450000,450000
24620,1682173,2019-08-14,16186,Jakarta Selatan,DKI Jakarta,P2102,BRAND_L,20,590000,11800000
24621,1681933,2019-08-14,16271,Jakarta Selatan,DKI Jakarta,P3279,BRAND_S,6,520000,3120000
24624,1682170,2019-08-14,16464,Jakarta Selatan,DKI Jakarta,P2441,BRAND_P,2,205000,410000
24626,1681927,2019-08-14,17866,Bandung,Jawa Barat,P4057,BRAND_W,4,2445000,9780000
24627,1682065,2019-08-14,16393,Jakarta Utara,DKI Jakarta,P3857,BRAND_V,1,904000,904000
24628,1682104,2019-08-14,16729,Jakarta Utara,DKI Jakarta,P2088,BRAND_L,12,590000,7080000
24629,1682227,2019-08-14,14755,Jakarta Pusat,DKI Jakarta,P2000,BRAND_L,6,1045000,6270000
24630,1681933,2019-08-14,16271,Jakarta Selatan,DKI Jakarta,P1414,BRAND_F,1,747000,747000
24632,1681933,2019-08-14,16271,Jakarta Selatan,DKI Jakarta,P1902,BRAND_J,10,740000,7400000
24633,1682170,2019-08-14,16464,Jakarta Selatan,DKI Jakarta,P3428,BRAND_S,4,450000,1800000
24636,1682182,2019-08-14,13571,Jakarta Utara,DKI Jakarta,P3255,BRAND_S,2,1745000,3490000
24637,1682071,2019-08-14,16807,Surakarta,Jawa Tengah,P1902,BRAND_J,10,740000,7400000
24639,1682194,2019-08-14,16149,Jakarta Utara,DKI Jakarta,P4049,BRAND_W,6,747000,4482000
24640,1682059,2019-08-14,15632,Bekasi,Jawa Barat,P2410,BRAND_P,24,113000,2712000
24642,1681810,2019-08-14,18180,Jakarta Pusat,DKI Jakarta,P4202,BRAND_Z,12,303000,3636000
24643,1681927,2019-08-14,17866,Bandung,Jawa Barat,P1108,BRAND_D,3,2795000,8385000
24645,1682179,2019-08-14,17962,Jakarta Selatan,DKI Jakarta,P2168,BRAND_M,1,747000,747000
24647,1681951,2019-08-14,15529,Jakarta Selatan,DKI Jakarta,P2284,BRAND_M,2,904000,1808000
24649,1682227,2019-08-14,14755,Jakarta Pusat,DKI Jakarta,P2923,BRAND_R,1,3844000,3844000
24651,1682071,2019-08-14,16807,Surakarta,Jawa Tengah,P0845,BRAND_C,12,695000,8340000
24653,1682170,2019-08-14,16464,Jakarta Selatan,DKI Jakarta,P2522,BRAND_P,1,303000,303000
24655,1682104,2019-08-14,16729,Jakarta Utara,DKI Jakarta,P2889,BRAND_R,1,2987000,2987000
24661,1681903,2019-08-14,16133,Jakarta Pusat,DKI Jakarta,P0289,BRAND_A,24,79000,1896000
24662,1681951,2019-08-14,15529,Jakarta Selatan,DKI Jakarta,P2411,BRAND_P,5,113000,565000
24663,1682197,2019-08-14,14056,Bekasi,Jawa Barat,P1071,BRAND_D,4,1024000,4096000
24665,1682134,2019-08-14,17841,Jakarta Utara,DKI Jakarta,P2441,BRAND_P,1,205000,205000
24667,1682179,2019-08-14,17962,Jakarta Selatan,DKI Jakarta,P0972,BRAND_C,1,240000,240000
24668,1682092,2019-08-14,14401,Yogyakarta,Yogyakarta,P0278,BRAND_A,24,113000,2712000
24669,1681951,2019-08-14,15529,Jakarta Selatan,DKI Jakarta,P2927,BRAND_R,1,450000,450000
24670,1682068,2019-08-14,15039,Jakarta Pusat,DKI Jakarta,P2875,BRAND_R,1,2900000,2900000
24672,1681951,2019-08-14,15529,Jakarta Selatan,DKI Jakarta,P2779,BRAND_P,1,159000,159000
24673,1682149,2019-08-14,17675,Jakarta Pusat,DKI Jakarta,P0171,BRAND_A,6,1325000,7950000
24678,1681933,2019-08-14,16271,Jakarta Selatan,DKI Jakarta,P3362,BRAND_S,6,310000,1860000
24679,1682104,2019-08-14,16729,Jakarta Utara,DKI Jakarta,P3761,BRAND_T,24,159000,3816000
24680,1682197,2019-08-14,14056,Bekasi,Jawa Barat,P2094,BRAND_L,1,590000,590000
24682,1682161,2019-08-14,17677,Jakarta Barat,DKI Jakarta,P2216,BRAND_M,2,2987000,5974000
24686,1681933,2019-08-14,16271,Jakarta Selatan,DKI Jakarta,P2426,BRAND_P,3,310000,930000
24687,1682170,2019-08-14,16464,Jakarta Selatan,DKI Jakarta,P1310,BRAND_F,1,1045000,1045000
24688,1682077,2019-08-14,14704,Bekasi,Jawa Barat,P2155,BRAND_M,1,1745000,1745000
24690,1681810,2019-08-14,18180,Jakarta Pusat,DKI Jakarta,P4183,BRAND_Z,16,450000,7200000
24691,1682059,2019-08-14,15632,Bekasi,Jawa Barat,P2897,BRAND_R,48,590000,28320000
24692,1682137,2019-08-14,14456,Jakarta Timur,DKI Jakarta,P1893,BRAND_J,2,740000,1480000
24693,1682095,2019-08-14,16353,Surakarta,Jawa Tengah,P3266,BRAND_S,8,1745000,13960000
24694,1682173,2019-08-14,16186,Jakarta Selatan,DKI Jakarta,P3293,BRAND_S,6,1465000,8790000
24695,1682071,2019-08-14,16807,Surakarta,Jawa Tengah,P3588,BRAND_S,12,695000,8340000
24696,1681927,2019-08-14,17866,Bandung,Jawa Barat,P4075,BRAND_W,6,904000,5424000
24697,1682071,2019-08-14,16807,Surakarta,Jawa Tengah,P3584,BRAND_S,8,450000,3600000
24699,1681945,2019-08-14,18102,Yogyakarta,Yogyakarta,P0413,BRAND_B,25,821000,20525000
24701,1682173,2019-08-14,16186,Jakarta Selatan,DKI Jakarta,P3523,BRAND_S,12,884000,10608000
24702,1682197,2019-08-14,14056,Bekasi,Jawa Barat,P2088,BRAND_L,6,590000,3540000
24706,1681807,2019-08-14,13629,Bandung,Jawa Barat,P0128,BRAND_A,24,205000,4920000
24707,1681951,2019-08-14,15529,Jakarta Selatan,DKI Jakarta,P1897,BRAND_J,1,740000,740000
24709,1681819,2019-08-14,17422,Jakarta Selatan,DKI Jakarta,P1692,BRAND_H,24,520000,12480000
24711,1682068,2019-08-14,15039,Jakarta Pusat,DKI Jakarta,P1890,BRAND_J,10,740000,7400000
24712,1682170,2019-08-14,16464,Jakarta Selatan,DKI Jakarta,P3224,BRAND_S,4,303000,1212000
24714,1682170,2019-08-14,16464,Jakarta Selatan,DKI Jakarta,P1884,BRAND_J,2,740000,1480000
24715,1681816,2019-08-14,17306,Purwokerto,Jawa Tengah,P2069,BRAND_L,36,747000,26892000
24717,1681933,2019-08-14,16271,Jakarta Selatan,DKI Jakarta,P1692,BRAND_H,8,520000,4160000
24718,1682137,2019-08-14,14456,Jakarta Timur,DKI Jakarta,P0042,BRAND_A,1,310000,310000
24719,1682149,2019-08-14,17675,Jakarta Pusat,DKI Jakarta,P1301,BRAND_F,6,747000,4482000
24721,1681933,2019-08-14,16271,Jakarta Selatan,DKI Jakarta,P3629,BRAND_S,10,450000,4500000
24722,1682155,2019-08-14,17677,Jakarta Barat,DKI Jakarta,P2090,BRAND_L,100,520000,52000000
24725,1671958,2019-07-15,15076,Jakarta Selatan,DKI Jakarta,P1769,BRAND_H,12,240000,2880000
24726,1672405,2019-07-15,16713,Yogyakarta,Yogyakarta,P2576,BRAND_P,2,2375000,4750000
24730,1672477,2019-07-15,13717,Malang,Jawa Timur,P2461,BRAND_P,12,289000,3468000
24731,1672192,2019-07-15,17897,Surakarta,Jawa Tengah,P3770,BRAND_T,1,159000,159000
24732,1672327,2019-07-15,14808,Bogor,Jawa Barat,P0674,BRAND_C,24,159000,3816000
24735,1672405,2019-07-15,16713,Yogyakarta,Yogyakarta,P1056,BRAND_D,2,590000,1180000
24738,1672393,2019-07-15,15301,Jakarta Selatan,DKI Jakarta,P2783,BRAND_P,24,555000,13320000
24741,1672192,2019-07-15,17897,Surakarta,Jawa Tengah,P2104,BRAND_L,1,695000,695000
24742,1672327,2019-07-15,14808,Bogor,Jawa Barat,P2195,BRAND_M,4,159000,636000
24745,1672231,2019-07-15,14701,Malang,Jawa Timur,P1065,BRAND_D,1,1325000,1325000
24746,1672429,2019-07-15,18223,Jakarta Selatan,DKI Jakarta,P0898,BRAND_C,12,740000,8880000
24747,1672408,2019-07-15,12904,Jakarta Selatan,DKI Jakarta,P1400,BRAND_F,6,310000,1860000
24752,1672414,2019-07-15,15825,Yogyakarta,Yogyakarta,P3267,BRAND_S,12,450000,5400000
24755,1672405,2019-07-15,16713,Yogyakarta,Yogyakarta,P2445,BRAND_P,3,205000,615000
24758,1672405,2019-07-15,16713,Yogyakarta,Yogyakarta,P1154,BRAND_D,6,590000,3540000
24759,1672453,2019-07-15,14796,Yogyakarta,Yogyakarta,P0128,BRAND_A,6,205000,1230000
24763,1672327,2019-07-15,14808,Bogor,Jawa Barat,P0587,BRAND_B,4,904000,3616000
24765,1672453,2019-07-15,14796,Yogyakarta,Yogyakarta,P1524,BRAND_G,1,450000,450000
24766,1672222,2019-07-15,14701,Malang,Jawa Timur,P2231,BRAND_M,4,275000,1100000
24767,1672414,2019-07-15,15825,Yogyakarta,Yogyakarta,P1507,BRAND_G,12,159000,1908000
24768,1672192,2019-07-15,17897,Surakarta,Jawa Tengah,P3304,BRAND_S,1,450000,450000
24775,1672405,2019-07-15,16713,Yogyakarta,Yogyakarta,P2094,BRAND_L,3,590000,1770000
24779,1672408,2019-07-15,12904,Jakarta Selatan,DKI Jakarta,P0008,BRAND_O,1,3494000,3494000
24780,1672327,2019-07-15,14808,Bogor,Jawa Barat,P3131,BRAND_S,1,22762000,22762000
24781,1672279,2019-07-15,15016,Bandung,Jawa Barat,P2871,BRAND_R,1,2900000,2900000
24783,1672192,2019-07-15,17897,Surakarta,Jawa Tengah,P2589,BRAND_P,7,240000,1680000
24785,1672405,2019-07-15,16713,Yogyakarta,Yogyakarta,P0171,BRAND_A,2,1325000,2650000
24787,1671991,2019-07-15,14291,Jakarta Timur,DKI Jakarta,P3036,BRAND_R,12,159000,1908000
24789,1671958,2019-07-15,15076,Jakarta Selatan,DKI Jakarta,P0241,BRAND_A,24,747000,17928000
24793,1672453,2019-07-15,14796,Yogyakarta,Yogyakarta,P1190,BRAND_E,5,2095000,10475000
24795,1672543,2019-07-15,14667,Jakarta Selatan,DKI Jakarta,P3052,BRAND_R,4,450000,1800000
24805,1671988,2019-07-15,17227,Jakarta Barat,DKI Jakarta,P3342,BRAND_S,3,205000,615000
24806,1672219,2019-07-15,15747,Jakarta Timur,DKI Jakarta,P2086,BRAND_L,3,590000,1770000
24807,1672543,2019-07-15,14667,Jakarta Selatan,DKI Jakarta,P3391,BRAND_S,3,1045000,3135000
24810,1672408,2019-07-15,12904,Jakarta Selatan,DKI Jakarta,P0368,BRAND_B,6,450000,2700000
24811,1672411,2019-07-15,13798,Bandung,Jawa Barat,P2636,BRAND_P,48,520000,24960000
24813,1672510,2019-07-15,16839,Surabaya,Jawa Timur,P0845,BRAND_C,12,695000,8340000
24814,1672555,2019-07-15,15280,Semarang,Jawa Tengah,P2446,BRAND_P,24,205000,4920000
24818,1671958,2019-07-15,15076,Jakarta Selatan,DKI Jakarta,P1734,BRAND_H,24,450000,10800000
24821,1672048,2019-07-15,16717,Surakarta,Jawa Tengah,P0030,BRAND_A,20,240000,4800000
24829,1672429,2019-07-15,18223,Jakarta Selatan,DKI Jakarta,P0422,BRAND_B,4,1325000,5300000
24831,1671979,2019-07-15,14194,Purwokerto,Jawa Tengah,P3596,BRAND_S,4,1745000,6980000
24832,1672420,2019-07-15,17428,Jakarta Pusat,DKI Jakarta,P2875,BRAND_R,2,2900000,5800000
24836,1672465,2019-07-15,15581,Jakarta Selatan,DKI Jakarta,P3082,BRAND_R,1,1045000,1045000
24838,1671958,2019-07-15,15076,Jakarta Selatan,DKI Jakarta,P2923,BRAND_R,2,3844000,7688000
24840,1671958,2019-07-15,15076,Jakarta Selatan,DKI Jakarta,P2433,BRAND_P,12,229000,2748000
24841,1672414,2019-07-15,15825,Yogyakarta,Yogyakarta,P0338,BRAND_B,8,1745000,13960000
24843,1672222,2019-07-15,14701,Malang,Jawa Timur,P1489,BRAND_G,1,590000,590000
24847,1672294,2019-07-15,18260,Bandung,Jawa Barat,P0875,BRAND_C,12,590000,7080000
24850,1672408,2019-07-15,12904,Jakarta Selatan,DKI Jakarta,P3474,BRAND_S,2,520000,1040000
24851,1671958,2019-07-15,15076,Jakarta Selatan,DKI Jakarta,P3076,BRAND_R,2,2795000,5590000
24852,1671964,2019-07-15,15854,Jakarta Utara,DKI Jakarta,P0887,BRAND_C,48,975000,46800000
24855,1672453,2019-07-15,14796,Yogyakarta,Yogyakarta,P3521,BRAND_S,8,159000,1272000
24856,1672465,2019-07-15,15581,Jakarta Selatan,DKI Jakarta,P2089,BRAND_L,1,590000,590000
24858,1672327,2019-07-15,14808,Bogor,Jawa Barat,P2322,BRAND_N,10,450000,4500000
24862,1672420,2019-07-15,17428,Jakarta Pusat,DKI Jakarta,P2567,BRAND_P,2,3494000,6988000
24863,1672168,2019-07-15,15921,Bekasi,Jawa Barat,P3348,BRAND_S,10,450000,4500000
24869,1672543,2019-07-15,14667,Jakarta Selatan,DKI Jakarta,P3362,BRAND_S,4,310000,1240000
24872,1672453,2019-07-15,14796,Yogyakarta,Yogyakarta,P0702,BRAND_C,1,303000,303000
24873,1672048,2019-07-15,16717,Surakarta,Jawa Tengah,P1521,BRAND_G,8,904000,7232000
24874,1672465,2019-07-15,15581,Jakarta Selatan,DKI Jakarta,P3642,BRAND_S,1,904000,904000
24875,1672327,2019-07-15,14808,Bogor,Jawa Barat,P0734,BRAND_C,3,310000,930000
24877,1672000,2019-07-15,17723,Jakarta Utara,DKI Jakarta,P3700,BRAND_T,8,1745000,13960000
24879,1672405,2019-07-15,16713,Yogyakarta,Yogyakarta,P0356,BRAND_B,1,604000,604000
24889,1671994,2019-07-15,14291,Jakarta Timur,DKI Jakarta,P3776,BRAND_T,6,740000,4440000
24891,1672408,2019-07-15,12904,Jakarta Selatan,DKI Jakarta,P1692,BRAND_H,6,520000,3120000
24894,1672048,2019-07-15,16717,Surakarta,Jawa Tengah,P1663,BRAND_G,6,904000,5424000
24896,1672168,2019-07-15,15921,Bekasi,Jawa Barat,P2874,BRAND_R,6,2900000,17400000
24898,1672051,2019-07-15,16670,Bekasi,Jawa Barat,P0263,BRAND_A,12,303000,3636000
24899,1672456,2019-07-15,15769,Purwokerto,Jawa Tengah,P1906,BRAND_J,400,639000,255600000
24909,1672453,2019-07-15,14796,Yogyakarta,Yogyakarta,P1674,BRAND_H,2,747000,1494000
24914,1672279,2019-07-15,15016,Bandung,Jawa Barat,P2703,BRAND_P,4,1045000,4180000
24918,1672219,2019-07-15,15747,Jakarta Timur,DKI Jakarta,P1892,BRAND_J,5,740000,3700000
24920,1682647,2019-08-15,17213,Jakarta Pusat,DKI Jakarta,P4138,BRAND_W,25,159000,3975000
24921,1682344,2019-08-15,13969,Surakarta,Jawa Tengah,P1108,BRAND_D,10,2375000,23750000
24922,1682686,2019-08-15,13089,Jakarta Timur,DKI Jakarta,P4139,BRAND_W,25,159000,3975000
24925,1682524,2019-08-15,14298,Yogyakarta,Yogyakarta,P0282,BRAND_A,24,113000,2712000
24926,1682578,2019-08-15,13668,Jakarta Pusat,DKI Jakarta,P3312,BRAND_S,4,740000,2960000
24927,1682680,2019-08-15,13804,Surakarta,Jawa Tengah,P3222,BRAND_S,2,2200000,4400000
24929,1682593,2019-08-15,14407,Jakarta Timur,DKI Jakarta,P2738,BRAND_P,10,590000,5900000
24931,1682575,2019-08-15,14403,Jakarta Selatan,DKI Jakarta,P2302,BRAND_N,96,904000,86784000
24932,1682416,2019-08-15,14259,Surakarta,Jawa Tengah,P0521,BRAND_B,2,2795000,5590000
24933,1682482,2019-08-15,14517,Jakarta Utara,DKI Jakarta,P1124,BRAND_D,2,2795000,5590000
24934,1682674,2019-08-15,15106,Jakarta Selatan,DKI Jakarta,P0456,BRAND_B,24,149000,3576000
24937,1682500,2019-08-15,16891,Bandung,Jawa Barat,P1646,BRAND_G,1,1325000,1325000
24938,1682482,2019-08-15,14517,Jakarta Utara,DKI Jakarta,P3284,BRAND_S,10,450000,4500000
24939,1682677,2019-08-15,13089,Jakarta Timur,DKI Jakarta,P2094,BRAND_L,10,590000,5900000
24940,1682674,2019-08-15,15106,Jakarta Selatan,DKI Jakarta,P1639,BRAND_G,4,1325000,5300000
24942,1682635,2019-08-15,14410,Jakarta Timur,DKI Jakarta,P1115,BRAND_D,1,2795000,2795000
24944,1682524,2019-08-15,14298,Yogyakarta,Yogyakarta,P4182,BRAND_Z,16,376000,6016000
24946,1682680,2019-08-15,13804,Surakarta,Jawa Tengah,P0604,BRAND_B,36,159000,5724000
24947,1682569,2019-08-15,16607,Depok,Jawa Barat,P3728,BRAND_T,2,3144000,6288000
24948,1682485,2019-08-15,14298,Yogyakarta,Yogyakarta,P0741,BRAND_C,24,695000,16680000
24949,1682686,2019-08-15,13089,Jakarta Timur,DKI Jakarta,P1530,BRAND_G,12,1220000,14640000
24950,1682686,2019-08-15,13089,Jakarta Timur,DKI Jakarta,P2968,BRAND_R,4,4475000,17900000
24951,1682626,2019-08-15,13562,Yogyakarta,Yogyakarta,P1892,BRAND_J,10,740000,7400000
24953,1682626,2019-08-15,13562,Yogyakarta,Yogyakarta,P1901,BRAND_J,10,740000,7400000
24955,1682587,2019-08-15,14085,Bogor,Jawa Barat,P0462,BRAND_B,1,1745000,1745000
24956,1682563,2019-08-15,13098,Jakarta Pusat,DKI Jakarta,P4139,BRAND_W,25,159000,3975000
24957,1682485,2019-08-15,14298,Yogyakarta,Yogyakarta,P0616,BRAND_B,24,149000,3576000
24958,1682485,2019-08-15,14298,Yogyakarta,Yogyakarta,P1062,BRAND_D,24,149000,3576000
24959,1682644,2019-08-15,17965,Jakarta Utara,DKI Jakarta,P3124,BRAND_S,1,1395000,1395000
24960,1682686,2019-08-15,13089,Jakarta Timur,DKI Jakarta,P3212,BRAND_S,24,590000,14160000
24961,1682593,2019-08-15,14407,Jakarta Timur,DKI Jakarta,P2111,BRAND_M,12,275000,3300000
24963,1682656,2019-08-15,16188,Yogyakarta,Yogyakarta,P3587,BRAND_S,25,159000,3975000
24964,1682524,2019-08-15,14298,Yogyakarta,Yogyakarta,P2456,BRAND_P,24,142000,3408000
24965,1682611,2019-08-15,13157,Jakarta Selatan,DKI Jakarta,P0612,BRAND_B,12,590000,7080000
24966,1682755,2019-08-15,14849,Jakarta Pusat,DKI Jakarta,P2864,BRAND_R,6,1045000,6270000
24968,1682677,2019-08-15,13089,Jakarta Timur,DKI Jakarta,P2103,BRAND_L,10,590000,5900000
24969,1682344,2019-08-15,13969,Surakarta,Jawa Tengah,P2165,BRAND_M,12,289000,3468000
24971,1682647,2019-08-15,17213,Jakarta Pusat,DKI Jakarta,P0757,BRAND_C,8,695000,5560000
24972,1682329,2019-08-15,13995,Jakarta Selatan,DKI Jakarta,P0669,BRAND_C,12,159000,1908000
24973,1682650,2019-08-15,13694,Semarang,Jawa Tengah,P2264,BRAND_M,48,149000,7152000
24975,1682755,2019-08-15,14849,Jakarta Pusat,DKI Jakarta,P2870,BRAND_R,2,2900000,5800000
24976,1682485,2019-08-15,14298,Yogyakarta,Yogyakarta,P1851,BRAND_I,6,695000,4170000
24977,1682620,2019-08-15,13881,Yogyakarta,Yogyakarta,P3304,BRAND_S,72,383000,27576000
